date,customerId,paymentPeriod,loanAmount,currencyType,evaluationChannel,interest_rate
12/09/2022,CUS22795377248,48,48700,USD,CONTACT CENTER,0.149
12/09/2022,CUS61936863624,24,10000,USD,WEB PAGE,0.155
12/09/2022,CUS21791441960,60,15448.13,USD,WEB PAGE,0.205
12/09/2022,CUS36322041360,60,32600,USD,WEB PAGE,0.185
12/09/2022,CUS61445626924,24,11500,USD,WEB PAGE,0.36
12/09/2022,CUS41971616112,12,12000,USD,WEB PAGE,0.135
12/09/2022,CUS35118573360,60,21600,USD,WEB PAGE,0.175
12/09/2022,CUS78992027560,60,30000,USD,WEB PAGE,0.22
12/09/2022,CUS63886917748,48,16500,USD,WEB PAGE,0.23
12/09/2022,CUS22354641148,48,30000,USD,WEB PAGE,0.135
12/09/2022,CUS52723478560,60,28000,USD,WEB PAGE,0.155
12/09/2022,CUS75214528248,48,16000,USD,WEB PAGE,0.345
12/09/2022,CUS42308579724,24,6441,USD,WEB PAGE,0.16
12/09/2022,CUS35910588312,12,3000,USD,AGENCY,0.33
12/09/2022,CUS45592859212,12,10000,USD,WEB PAGE,0.195
12/09/2022,CUS79357073160,60,64000,USD,WEB PAGE,0.17
12/09/2022,CUS24407280848,48,60000,USD,WEB PAGE,0.2
12/09/2022,CUS67521618924,24,20500,USD,WEB PAGE,0.134
12/09/2022,CUS42152698860,60,30000,USD,WEB PAGE,0.145
12/09/2022,CUS48203977360,60,52100,USD,AGENCY,0.129
12/09/2022,CUS74512542224,24,5000,USD,WEB PAGE,0.185
12/09/2022,CUS47154726160,60,47790,USD,CONTACT CENTER,0.125
12/09/2022,CUS75708900736,36,40000,USD,WEB PAGE,0.135
12/09/2022,CUS20589553560,60,12090,USD,CONTACT CENTER,0.135
12/09/2022,CUS35181873936,36,20000,USD,WEB PAGE,0.195
12/09/2022,CUS27440617348,48,2800,USD,CONTACT CENTER,0.39
12/09/2022,CUS86945793148,48,100000,USD,WEB PAGE,0.155
12/09/2022,CUS63958995748,48,15000,USD,WEB PAGE,0.149
12/09/2022,CUS44358651260,60,16974,USD,WEB PAGE,0.16
12/09/2022,CUS81718889636,36,17955.5,USD,WEB PAGE,0.149
12/09/2022,CUS71335121448,48,30000,USD,WEB PAGE,0.13
12/09/2022,CUS17525254960,60,70000,USD,WEB PAGE,0.125
12/09/2022,CUS25239798060,60,50900,USD,WEB PAGE,0.145
12/09/2022,CUS95184898636,36,9528,USD,WEB PAGE,0.125
12/09/2022,CUS22112396560,60,29323.61,USD,WEB PAGE,0.27
12/09/2022,CUS76236837448,48,57200,USD,AGENCY,0.285
12/09/2022,CUS31634183048,48,50000,USD,WEB PAGE,0.315
12/09/2022,CUS82190357348,48,27925,USD,WEB PAGE,0.135
12/09/2022,CUS20699831936,36,5500,USD,WEB PAGE,0.175
12/09/2022,CUS33340725124,24,5000,USD,WEB PAGE,0.155
12/09/2022,CUS76616017360,60,25000,USD,WEB PAGE,0.22
12/09/2022,CUS73643230148,48,35000,USD,WEB PAGE,0.335
12/09/2022,CUS72522807860,60,96400,USD,AGENCY,0.155
12/09/2022,CUS41537167660,60,36440.12,USD,AGENCY,0.1
12/09/2022,CUS27233223436,36,15000,USD,WEB PAGE,0.145
12/09/2022,CUS87284478424,24,7000,USD,WEB PAGE,0.135
12/09/2022,CUS11146530060,60,22000,USD,WEB PAGE,0.265
12/09/2022,CUS65191926948,48,57800,USD,AGENCY,0.105
12/09/2022,CUS38078413836,36,25000,USD,WEB PAGE,0.395
12/09/2022,CUS51578950960,60,42000,USD,AGENCY,0.155
12/09/2022,CUS35474288836,36,6000,USD,WEB PAGE,0.33
12/09/2022,CUS47418165124,24,11500,USD,WEB PAGE,0.235
12/09/2022,CUS88801731560,60,80700,USD,WEB PAGE,0.145
12/09/2022,CUS22104161760,60,140000,USD,AGENCY,0.115
12/09/2022,CUS33520815460,60,16080,USD,WEB PAGE,0.145
12/09/2022,CUS32632952860,60,30000,USD,WEB PAGE,0.134
12/09/2022,CUS56775599348,48,40000,USD,WEB PAGE,0.13
12/09/2022,CUS20729025160,60,16680,USD,CONTACT CENTER,0.165
12/09/2022,CUS45520806136,36,52963.55,USD,WEB PAGE,0.33
12/09/2022,CUS99603782724,24,11000,USD,WEB PAGE,0.33
12/09/2022,CUS48037721860,60,17000,USD,WEB PAGE,0.105
12/09/2022,CUS99891073424,24,35000,USD,WEB PAGE,0.195
12/09/2022,CUS29796877112,12,21500,USD,WEB PAGE,0.179
12/09/2022,CUS68088890060,60,110000,USD,AGENCY,0.145
12/09/2022,CUS43017423560,60,65000,USD,AGENCY,0.115
12/09/2022,CUS16673044560,60,30000,USD,WEB PAGE,0.15
12/09/2022,CUS32185446760,60,55589,USD,WEB PAGE,0.28
12/09/2022,CUS49415567560,60,34000,USD,WEB PAGE,0.13
12/09/2022,CUS70137793712,12,2500,USD,WEB PAGE,0.139
12/09/2022,CUS90481818548,48,74500,USD,AGENCY,0.129
12/09/2022,CUS73319111936,36,14106.44,USD,AGENCY,0.155
12/09/2022,CUS49553352224,24,20000,USD,WEB PAGE,0.175
12/09/2022,CUS56258901436,36,31000,USD,WEB PAGE,0.15
12/09/2022,CUS79722443912,12,8150,USD,WEB PAGE,0.345
12/09/2022,CUS23480767436,36,19875.18,USD,WEB PAGE,0.345
12/09/2022,CUS88235737724,24,47000,USD,AGENCY,0.385
12/09/2022,CUS20982662236,36,47000,USD,AGENCY,0.225
12/09/2022,CUS83593321260,60,27286,USD,WEB PAGE,0.144
12/09/2022,CUS69517467860,60,145750,USD,WEB PAGE,0.11
12/09/2022,CUS93366569360,60,60000,USD,WEB PAGE,0.12
12/09/2022,CUS63745422436,36,70800,USD,CONTACT CENTER,0.129
12/09/2022,CUS46233537736,36,6000,USD,WEB PAGE,0.135
12/09/2022,CUS25641028336,36,20000,USD,WEB PAGE,0.175
12/09/2022,CUS35221405948,48,9000,USD,WEB PAGE,0.175
12/09/2022,CUS34474410036,36,12000,USD,WEB PAGE,0.225
12/09/2022,CUS41276181748,48,31037,USD,WEB PAGE,0.28
12/09/2022,CUS55664312360,60,57600,USD,AGENCY,0.155
12/09/2022,CUS84944313460,60,45956.27,USD,WEB PAGE,0.155
12/09/2022,CUS27885388248,48,5000,USD,WEB PAGE,0.124
12/09/2022,CUS72389349260,60,80000,USD,WEB PAGE,0.145
12/09/2022,CUS55130173560,60,21000,USD,WEB PAGE,0.14
12/09/2022,CUS87045272924,24,8000,USD,WEB PAGE,0.185
12/09/2022,CUS84526119660,60,100000,USD,AGENCY,0.155
12/09/2022,CUS56952176860,60,39700,USD,WEB PAGE,0.105
12/09/2022,CUS76722300736,36,13500,USD,WEB PAGE,0.375
12/09/2022,CUS67018245360,60,22700,USD,WEB PAGE,0.105
12/09/2022,CUS22582134312,12,9500,USD,AGENCY,0.28
12/09/2022,CUS36083816112,12,9500,USD,CONTACT CENTER,0.28
12/09/2022,CUS90224094424,24,20000,USD,WEB PAGE,0.33
12/09/2022,CUS48313588660,60,62990.63,USD,AGENCY,0.13
12/09/2022,CUS81420839736,36,48696.12,USD,WEB PAGE,0.125
12/09/2022,CUS70174269136,36,25000,USD,AGENCY,0.135
12/09/2022,CUS63253136624,24,3000,USD,WEB PAGE,0.175
12/09/2022,CUS21937125512,12,10000,USD,WEB PAGE,0.345
12/09/2022,CUS62377347960,60,50614.73,USD,WEB PAGE,0.205
12/09/2022,CUS54216496860,60,140000,USD,WEB PAGE,0.105
12/09/2022,CUS45010349360,60,40000,USD,AGENCY,0.165
12/09/2022,CUS96499698936,36,13500,USD,WEB PAGE,0.125
12/09/2022,CUS61031347960,60,54500,USD,WEB PAGE,0.115
12/09/2022,CUS39831461360,60,7000,USD,WEB PAGE,0.235
12/09/2022,CUS22935139836,36,105000,USD,AGENCY,0.33
12/09/2022,CUS78040200524,24,43000,USD,AGENCY,0.105
12/09/2022,CUS39158531636,36,23376,USD,WEB PAGE,0.35
12/09/2022,CUS28464238248,48,125500,USD,AGENCY,0.17
12/09/2022,CUS71844841724,24,18000,USD,WEB PAGE,0.135
12/09/2022,CUS69871423160,60,50000,USD,WEB PAGE,0.18
12/09/2022,CUS24435720248,48,60000,USD,WEB PAGE,0.105
12/09/2022,CUS42305212036,36,35500,USD,AGENCY,0.125
12/09/2022,CUS96868253912,12,6054,USD,WEB PAGE,0.155
12/09/2022,CUS76004187960,60,59122.83,USD,WEB PAGE,0.155
12/09/2022,CUS70015910448,48,12700,USD,WEB PAGE,0.195
12/09/2022,CUS66870093060,60,55582,USD,WEB PAGE,0.23
12/09/2022,CUS93092608760,60,101000,USD,WEB PAGE,0.109
12/09/2022,CUS67696911760,60,14000,USD,WEB PAGE,0.105
12/09/2022,CUS59172946312,12,6000,USD,AGENCY,0.115
12/09/2022,CUS42449611060,60,20000,USD,WEB PAGE,0.165
12/09/2022,CUS91026417460,60,59800,USD,WEB PAGE,0.155
12/09/2022,CUS54797173960,60,2000,USD,WEB PAGE,0.155
12/09/2022,CUS63248910060,60,140000,USD,AGENCY,0.295
12/09/2022,CUS64869077124,24,100000,USD,AGENCY,0.155
12/09/2022,CUS61216577824,24,60000,USD,WEB PAGE,0.105
12/09/2022,CUS39987836848,48,10000,USD,CONTACT CENTER,0.285
12/09/2022,CUS66494086848,48,73298,USD,WEB PAGE,0.105
12/09/2022,CUS42181718436,36,9400,USD,WEB PAGE,0.23
12/09/2022,CUS69924009360,60,102951,USD,WEB PAGE,0.124
12/09/2022,CUS88103091560,60,135000,USD,WEB PAGE,0.14
12/09/2022,CUS37228456760,60,26000,USD,WEB PAGE,0.149
12/09/2022,CUS27491624336,36,52544.88,USD,WEB PAGE,0.105
12/09/2022,CUS80356637860,60,90000,USD,WEB PAGE,0.105
12/09/2022,CUS64297377648,48,34270,USD,WEB PAGE,0.285
12/09/2022,CUS39397605060,60,29000,USD,WEB PAGE,0.135
12/09/2022,CUS18819459860,60,60650,USD,WEB PAGE,0.109
12/09/2022,CUS98712155260,60,140000,USD,WEB PAGE,0.139
12/09/2022,CUS45758246960,60,73000,USD,WEB PAGE,0.115
12/09/2022,CUS43829841736,36,6000,USD,WEB PAGE,0.165
12/09/2022,CUS64479122660,60,65000,USD,WEB PAGE,0.145
12/09/2022,CUS77621427424,24,1300,USD,WEB PAGE,0.175
12/09/2022,CUS39795929260,60,30000,USD,WEB PAGE,0.225
12/09/2022,CUS94438211760,60,55000,USD,WEB PAGE,0.145
12/09/2022,CUS50500918836,36,33000,USD,WEB PAGE,0.11
12/09/2022,CUS85848337936,36,52500,USD,AGENCY,0.35
12/09/2022,CUS52264076260,60,93400,USD,AGENCY,0.139
12/09/2022,CUS60563884648,48,26000,USD,AGENCY,0.1105
12/09/2022,CUS15424154760,60,35000,USD,AGENCY,0.105
12/09/2022,CUS26193693836,36,5500,USD,WEB PAGE,0.17
12/09/2022,CUS39636629024,24,10000,USD,WEB PAGE,0.2
12/09/2022,CUS84839817460,60,70266.47,USD,AGENCY,0.105
12/09/2022,CUS38357196836,36,10000,USD,WEB PAGE,0.105
12/09/2022,CUS98181461136,36,80000,USD,AGENCY,0.22
12/09/2022,CUS62463689524,24,41900,USD,WEB PAGE,0.395
12/09/2022,CUS56745115636,36,23583.65,USD,AGENCY,0.25
12/09/2022,CUS75637404848,48,94227.07,USD,AGENCY,0.125
12/09/2022,CUS71027646748,48,94327,USD,AGENCY,0.125
12/09/2022,CUS36838212836,36,2500,USD,WEB PAGE,0.344
12/09/2022,CUS73809903012,12,5000,USD,WEB PAGE,0.14
12/09/2022,CUS74914138260,60,135000,USD,WEB PAGE,0.125
12/09/2022,CUS83142037336,36,41800,USD,WEB PAGE,0.23
12/09/2022,CUS70336639960,60,15000,USD,WEB PAGE,0.19
12/09/2022,CUS49891111824,24,55000,USD,WEB PAGE,0.345
12/09/2022,CUS45681532448,48,81200,USD,AGENCY,0.23
12/09/2022,CUS77210870136,36,94600,USD,WEB PAGE,0.15
12/09/2022,CUS79152553436,36,42500,USD,AGENCY,0.205
12/09/2022,CUS53169501124,24,6000,USD,WEB PAGE,0.105
12/09/2022,CUS50146344736,36,6000,USD,WEB PAGE,0.24
12/09/2022,CUS42011444924,24,6000,USD,WEB PAGE,0.105
12/09/2022,CUS94630969848,48,45400,USD,WEB PAGE,0.195
12/09/2022,CUS20317593248,48,45800,USD,WEB PAGE,0.125
12/09/2022,CUS24754467036,36,100000,USD,AGENCY,0.18
12/09/2022,CUS86246191536,36,100000,USD,WEB PAGE,0.18
12/09/2022,CUS43144451160,60,33650,USD,WEB PAGE,0.105
12/09/2022,CUS91372733760,60,65000,USD,WEB PAGE,0.119
12/09/2022,CUS72365290812,12,26000,USD,AGENCY,0.145
12/09/2022,CUS11990028624,24,4400,USD,WEB PAGE,0.145
12/09/2022,CUS34637583960,60,140000,USD,AGENCY,0.155
12/09/2022,CUS26566178260,60,45000,USD,WEB PAGE,0.115
12/09/2022,CUS62890585748,48,53000,USD,WEB PAGE,0.15
12/09/2022,CUS66791247260,60,40000,USD,CONTACT CENTER,0.17
12/09/2022,CUS50777136912,12,1000,USD,WEB PAGE,0.28
12/09/2022,CUS24959657436,36,120000,USD,AGENCY,0.33
12/09/2022,CUS21961739548,48,15200,USD,WEB PAGE,0.24
12/09/2022,CUS43057656536,36,21000,USD,WEB PAGE,0.165
12/09/2022,CUS61909450060,60,35000,USD,WEB PAGE,0.145
12/09/2022,CUS43527649360,60,31700,USD,WEB PAGE,0.14
12/09/2022,CUS31100478560,60,72548.67,USD,AGENCY,0.125
12/09/2022,CUS20279180560,60,32710,USD,WEB PAGE,0.139
12/09/2022,CUS21822183348,48,140000,USD,WEB PAGE,0.119
12/09/2022,CUS50499483248,48,15000,USD,WEB PAGE,0.155
12/09/2022,CUS21716506960,60,77000,USD,WEB PAGE,0.105
12/09/2022,CUS24534391512,12,4159,USD,WEB PAGE,0.135
12/09/2022,CUS83517716048,48,33060,USD,WEB PAGE,0.155
12/09/2022,CUS64526010660,60,62000,USD,WEB PAGE,0.155
12/09/2022,CUS74572259560,60,80000,USD,WEB PAGE,0.135
12/09/2022,CUS74524185036,36,10000,USD,WEB PAGE,0.33
12/09/2022,CUS89511097548,48,63100,USD,WEB PAGE,0.155
12/09/2022,CUS96249148860,60,100000,USD,WEB PAGE,0.155
12/09/2022,CUS13309763860,60,75900,USD,WEB PAGE,0.145
12/09/2022,CUS58263391860,60,58947,USD,WEB PAGE,0.135
12/09/2022,CUS20387212460,60,62531,USD,WEB PAGE,0.114
12/09/2022,CUS60590869360,60,41100,USD,WEB PAGE,0.115
12/09/2022,CUS85021218460,60,40010,USD,AGENCY,0.16
12/09/2022,CUS86417236448,48,20000,USD,WEB PAGE,0.33
12/09/2022,CUS84560609424,24,100000,USD,WEB PAGE,0.33
12/09/2022,CUS88048749848,48,14000,USD,WEB PAGE,0.23
12/09/2022,CUS21275386536,36,10000,USD,AGENCY,0.38
12/09/2022,CUS19279251160,60,45951.79,USD,AGENCY,0.139
12/09/2022,CUS14024070960,60,90000,USD,WEB PAGE,0.119
12/09/2022,CUS72456545760,60,20000,USD,WEB PAGE,0.134
12/09/2022,CUS11259820748,48,14500,USD,WEB PAGE,0.195
12/09/2022,CUS99554829324,24,10000,USD,WEB PAGE,0.12
12/09/2022,CUS99691367160,60,80000,USD,AGENCY,0.145
12/09/2022,CUS43037947560,60,71500,USD,WEB PAGE,0.28
12/09/2022,CUS64457036360,60,42000,USD,WEB PAGE,0.275
12/09/2022,CUS53187641260,60,12994,USD,WEB PAGE,0.15
12/09/2022,CUS38213974760,60,40000,USD,WEB PAGE,0.155
12/09/2022,CUS75558747848,48,22000,USD,WEB PAGE,0.17
12/09/2022,CUS80103654560,60,99700,USD,AGENCY,0.14
12/09/2022,CUS87664833660,60,40000,USD,WEB PAGE,0.114
12/09/2022,CUS13441313424,24,21800,USD,WEB PAGE,0.129
12/09/2022,CUS36137240936,36,45000,USD,WEB PAGE,0.119
12/09/2022,CUS22624673460,60,30000,USD,AGENCY,0.135
12/09/2022,CUS24928446660,60,15900,USD,WEB PAGE,0.135
12/09/2022,CUS68384143360,60,100200,USD,AGENCY,0.155
12/09/2022,CUS64766116524,24,20000,USD,WEB PAGE,0.165
12/09/2022,CUS44315824660,60,80900,USD,WEB PAGE,0.145
12/09/2022,CUS34403103560,60,6600,USD,WEB PAGE,0.165
12/09/2022,CUS79701670936,36,40000,USD,AGENCY,0.135
12/09/2022,CUS24588380636,36,9259,USD,WEB PAGE,0.125
12/09/2022,CUS36073060660,60,3000,USD,WEB PAGE,0.14
12/09/2022,CUS33318292760,60,17800,USD,WEB PAGE,0.165
12/09/2022,CUS91561869948,48,2900,USD,WEB PAGE,0.265
12/09/2022,CUS38006210360,60,64800,USD,WEB PAGE,0.105
12/09/2022,CUS30128857048,48,20000,USD,WEB PAGE,0.17
12/09/2022,CUS27074142560,60,38000,USD,AGENCY,0.105
12/09/2022,CUS62259799148,48,82000,USD,WEB PAGE,0.19
12/09/2022,CUS71815708960,60,80000,USD,AGENCY,0.155
12/09/2022,CUS62413561760,60,80000,USD,WEB PAGE,0.109
12/09/2022,CUS96218318660,60,80000,USD,WEB PAGE,0.135
12/09/2022,CUS89743127260,60,19579.07,USD,AGENCY,0.185
12/09/2022,CUS56695344460,60,140000,USD,WEB PAGE,0.14
12/09/2022,CUS30889647660,60,100000,USD,WEB PAGE,0.145
12/09/2022,CUS33997087460,60,58200,USD,WEB PAGE,0.235
12/09/2022,CUS55584354660,60,5440,USD,WEB PAGE,0.19
12/09/2022,CUS88225593360,60,63800,USD,WEB PAGE,0.105
12/09/2022,CUS84556223260,60,10000,USD,WEB PAGE,0.105
12/09/2022,CUS30717255736,36,30000,USD,AGENCY,0.165
12/09/2022,CUS71715370260,60,57080,USD,AGENCY,0.125
12/09/2022,CUS50577640748,48,56000,USD,WEB PAGE,0.145
12/09/2022,CUS16778691312,12,5000,USD,WEB PAGE,0.145
12/09/2022,CUS40290098436,36,45000,USD,WEB PAGE,0.145
12/09/2022,CUS85692926336,36,22000,USD,WEB PAGE,0.175
12/09/2022,CUS81954177748,48,32003.5,USD,WEB PAGE,0.145
12/09/2022,CUS25460589312,12,3000,USD,WEB PAGE,0.16
12/09/2022,CUS34143670460,60,118000,USD,WEB PAGE,0.2
12/09/2022,CUS14053821848,48,130000,USD,WEB PAGE,0.19
12/09/2022,CUS53350810460,60,29016,USD,WEB PAGE,0.124
12/09/2022,CUS48634249560,60,72400,USD,WEB PAGE,0.115
12/09/2022,CUS58599304136,36,17000,USD,WEB PAGE,0.124
12/09/2022,CUS30034973948,48,15000,USD,WEB PAGE,0.109
12/09/2022,CUS66496722960,60,30000,USD,WEB PAGE,0.155
12/09/2022,CUS12814814424,24,10000,USD,WEB PAGE,0.28
12/09/2022,CUS93726901124,24,25000,USD,WEB PAGE,0.14
12/09/2022,CUS28773485948,48,94400,USD,WEB PAGE,0.125
12/09/2022,CUS59488022560,60,50000,USD,WEB PAGE,0.275
12/09/2022,CUS85328705960,60,80000,USD,AGENCY,0.129
12/09/2022,CUS64674005860,60,45000,USD,WEB PAGE,0.145
12/09/2022,CUS21917345060,60,82000,USD,AGENCY,0.165
12/09/2022,CUS94949874436,36,30000,USD,WEB PAGE,0.115
12/09/2022,CUS39510099324,24,29000,USD,WEB PAGE,0.139
12/09/2022,CUS15333755360,60,50000,USD,WEB PAGE,0.135
12/09/2022,CUS93658437460,60,60000,USD,WEB PAGE,0.155
12/09/2022,CUS26248802560,60,28700,USD,WEB PAGE,0.135
12/09/2022,CUS31593455360,60,80000,USD,WEB PAGE,0.135
12/09/2022,CUS23261930660,60,17000,USD,WEB PAGE,0.115
12/09/2022,CUS50840939860,60,20000,USD,AGENCY,0.135
12/09/2022,CUS19138380012,12,5500,USD,WEB PAGE,0.135
12/09/2022,CUS18197145760,60,25000,USD,WEB PAGE,0.135
12/09/2022,CUS31918878660,60,40000,USD,AGENCY,0.145
12/09/2022,CUS30322805336,36,14659.84,USD,WEB PAGE,0.33
12/09/2022,CUS73820012460,60,17000,USD,WEB PAGE,0.2
12/09/2022,CUS50552110860,60,67100,USD,WEB PAGE,0.18
12/09/2022,CUS84190248336,36,30000,USD,WEB PAGE,0.145
12/09/2022,CUS61983283736,36,32500,USD,CONTACT CENTER,0.165
12/09/2022,CUS83239390660,60,80000,USD,AGENCY,0.119
12/09/2022,CUS64714792760,60,41000,USD,WEB PAGE,0.125
12/09/2022,CUS15312669112,12,5500,USD,CONTACT CENTER,0.165
12/09/2022,CUS44680426524,24,21300,USD,WEB PAGE,0.195
12/09/2022,CUS36430889312,12,10000,USD,AGENCY,0.325
12/09/2022,CUS49640856548,48,21510,USD,WEB PAGE,0.14
12/09/2022,CUS17641351760,60,100000,USD,WEB PAGE,0.125
12/09/2022,CUS89025918048,48,50000,USD,AGENCY,0.17
12/09/2022,CUS68954716660,60,100000,USD,WEB PAGE,0.125
12/09/2022,CUS91537559460,60,15000,USD,WEB PAGE,0.12
12/09/2022,CUS16290675860,60,66381.85,USD,WEB PAGE,0.14
12/09/2022,CUS96196148436,36,27400,USD,WEB PAGE,0.155
12/09/2022,CUS36220374736,36,7000,USD,CONTACT CENTER,0.19
12/09/2022,CUS56126426160,60,15000,USD,WEB PAGE,0.18
12/09/2022,CUS80183636360,60,48600,USD,WEB PAGE,0.145
12/09/2022,CUS44081764660,60,30000,USD,WEB PAGE,0.12
12/09/2022,CUS33693212824,24,13856,USD,WEB PAGE,0.13
12/09/2022,CUS72399338612,12,1000,USD,WEB PAGE,0.185
12/09/2022,CUS48735457660,60,14800,USD,WEB PAGE,0.18
12/09/2022,CUS23861019260,60,21940,USD,WEB PAGE,0.135
12/09/2022,CUS78117082348,48,67312,USD,WEB PAGE,0.105
12/09/2022,CUS89369924260,60,6530,USD,WEB PAGE,0.225
12/09/2022,CUS44504276736,36,25000,USD,AGENCY,0.345
12/09/2022,CUS30938290036,36,25000,USD,AGENCY,0.345
12/09/2022,CUS74044031548,48,16000,USD,WEB PAGE,0.32
12/09/2022,CUS68981420248,48,15000,USD,WEB PAGE,0.165
12/09/2022,CUS83699092560,60,20000,USD,WEB PAGE,0.155
12/09/2022,CUS18741370060,60,50000,USD,WEB PAGE,0.159
12/09/2022,CUS61151879436,36,13300,USD,WEB PAGE,0.145
12/09/2022,CUS58201920060,60,54000,USD,AGENCY,0.129
12/09/2022,CUS18892263136,36,35000,USD,AGENCY,0.109
12/09/2022,CUS56015013136,36,10000,USD,WEB PAGE,0.135
12/09/2022,CUS83697318160,60,73500,USD,WEB PAGE,0.215
12/09/2022,CUS55893403348,48,26300,USD,AGENCY,0.33
12/09/2022,CUS75650226948,48,40000,USD,WEB PAGE,0.33
12/09/2022,CUS63931914660,60,25550,USD,WEB PAGE,0.195
12/09/2022,CUS27824699660,60,56253,USD,WEB PAGE,0.114
12/09/2022,CUS77782920524,24,10500,USD,WEB PAGE,0.115
12/09/2022,CUS80153668824,24,11000,USD,WEB PAGE,0.139
12/09/2022,CUS74804952560,60,25000,USD,WEB PAGE,0.135
12/09/2022,CUS32368772460,60,70000,USD,WEB PAGE,0.135
12/09/2022,CUS75936712836,36,16000,USD,WEB PAGE,0.155
12/09/2022,CUS31140262860,60,60000,USD,WEB PAGE,0.14
12/09/2022,CUS36814932912,12,1000,USD,WEB PAGE,0.33
12/09/2022,CUS15360445436,36,20000,USD,WEB PAGE,0.22
12/09/2022,CUS94366822048,48,11200,USD,WEB PAGE,0.35
12/09/2022,CUS33019224236,36,110100,USD,AGENCY,0.24
12/09/2022,CUS78325363960,60,50000,USD,AGENCY,0.14
12/09/2022,CUS58966620460,60,21000,USD,WEB PAGE,0.16
12/09/2022,CUS50556920448,48,30000,USD,WEB PAGE,0.155
12/09/2022,CUS85837483636,36,25000,USD,WEB PAGE,0.135
12/09/2022,CUS42197750860,60,61100,USD,AGENCY,0.165
12/09/2022,CUS42314061760,60,28000,USD,WEB PAGE,0.135
12/09/2022,CUS38127795660,60,12000,USD,WEB PAGE,0.155
12/09/2022,CUS52254839936,36,60000,USD,WEB PAGE,0.335
12/09/2022,CUS37477592548,48,35000,USD,WEB PAGE,0.225
12/09/2022,CUS41658867260,60,10325,USD,WEB PAGE,0.2
12/09/2022,CUS23381201948,48,26500,USD,WEB PAGE,0.195
12/09/2022,CUS62164076348,48,26000,USD,WEB PAGE,0.275
12/09/2022,CUS37098615536,36,15000,USD,CONTACT CENTER,0.175
12/09/2022,CUS92731668648,48,70000,USD,WEB PAGE,0.275
12/09/2022,CUS68275169536,36,75000,USD,AGENCY,0.355
12/09/2022,CUS17173305260,60,40000,USD,CONTACT CENTER,0.109
12/09/2022,CUS33699597336,36,18000,USD,WEB PAGE,0.175
12/09/2022,CUS82446902236,36,10900,USD,WEB PAGE,0.125
12/09/2022,CUS82752346560,60,40000.21,USD,WEB PAGE,0.125
12/09/2022,CUS43161548148,48,50000,USD,WEB PAGE,0.325
12/09/2022,CUS45212767436,36,38200,USD,AGENCY,0.335
12/09/2022,CUS25644882748,48,81826.96,USD,AGENCY,0.305
12/09/2022,CUS53662837248,48,122400,USD,AGENCY,0.305
12/09/2022,CUS46217861436,36,65000,USD,AGENCY,0.145
12/09/2022,CUS38615973536,36,10000,USD,WEB PAGE,0.124
12/09/2022,CUS93634609960,60,65860,USD,WEB PAGE,0.135
12/09/2022,CUS11536560060,60,30000,USD,WEB PAGE,0.11
12/09/2022,CUS16872348836,36,19000,USD,WEB PAGE,0.104
12/09/2022,CUS13225636260,60,60000,USD,AGENCY,0.125
12/09/2022,CUS27015244560,60,21600,USD,WEB PAGE,0.135
12/09/2022,CUS88148863360,60,33900,USD,WEB PAGE,0.125
12/09/2022,CUS96891348548,48,19000,USD,WEB PAGE,0.19
12/09/2022,CUS26717547236,36,100000,USD,AGENCY,0.24
12/09/2022,CUS68049075624,24,15000,USD,WEB PAGE,0.2
12/09/2022,CUS53973921148,48,57100,USD,AGENCY,0.14
12/09/2022,CUS94210393536,36,50000,USD,WEB PAGE,0.099
12/09/2022,CUS68946008560,60,50000,USD,AGENCY,0.109
12/09/2022,CUS36139199824,24,60000,USD,WEB PAGE,0.145
12/09/2022,CUS22543751660,60,74600,USD,WEB PAGE,0.115
12/09/2022,CUS76001780360,60,23500,USD,AGENCY,0.155
12/09/2022,CUS18768836224,24,17000,USD,AGENCY,0.125
12/09/2022,CUS20933540960,60,23630,USD,AGENCY,0.155
12/09/2022,CUS95001664448,48,22400,USD,WEB PAGE,0.35
12/09/2022,CUS44977751024,24,33117,USD,WEB PAGE,0.245
12/09/2022,CUS20991247360,60,59700,USD,WEB PAGE,0.14
12/09/2022,CUS91456925436,36,15000,USD,WEB PAGE,0.355
12/09/2022,CUS57940481948,48,48000,USD,WEB PAGE,0.149
12/09/2022,CUS18619708824,24,25000,USD,WEB PAGE,0.099
12/09/2022,CUS28544263560,60,30000,USD,WEB PAGE,0.134
12/09/2022,CUS81684032560,60,80000,USD,WEB PAGE,0.125
12/09/2022,CUS70593598248,48,18340,USD,WEB PAGE,0.135
12/09/2022,CUS92787761236,36,27500,USD,WEB PAGE,0.125
12/09/2022,CUS56287469060,60,34500,USD,WEB PAGE,0.21
12/09/2022,CUS66459076760,60,25000,USD,WEB PAGE,0.125
12/09/2022,CUS83350233436,36,14900,USD,WEB PAGE,0.335
12/09/2022,CUS67232598136,36,40000,USD,WEB PAGE,0.335
12/09/2022,CUS54596337912,12,4000,USD,AGENCY,0.315
12/09/2022,CUS26527761912,12,4000,USD,WEB PAGE,0.315
12/09/2022,CUS62987396160,60,41000,USD,AGENCY,0.145
12/09/2022,CUS97756992424,24,6000,USD,WEB PAGE,0.235
12/09/2022,CUS89374207260,60,40000,USD,WEB PAGE,0.235
12/09/2022,CUS23806437848,48,50000,USD,WEB PAGE,0.25
